,0
714,"Don’t Understand Net Neutrality Since That Horse Kicked You In The Head? Hush Now, And Look At The River"
715,All Of The Glorious R-Rated Movies I Have Seen In My 8 Brief Years On This Spinning Orb
716,"If Deadpool Really Is That Rebellious And Cool, Marvel Won’t Mind Us Using Him In This Unlicensed T-Shirt We’re Selling In Our Store"
717,4 Cap’n Crunch Commercials Where Cap’n Crunch Seems Way More Excited About Lunch Meat Than Cereal
718,Deeply Troubling: It’s Looking Like The Bank Of America Sunglasses This Guy Got For Free Are Gonna Be His Go-To Sunglasses For The Whole Summer
719,Fed Up: Steve Harvey Is Leaving ‘Family Feud’ After Yet Another Season Went By Without Somebody Noticing That He Got All Dressed Up
720,"Tremendous:
This Baby Has Acquired A Sword Somehow"
721,Whatever: The Emo Kids Are All Sitting In Each Other’s Laps And Snickering About Some Emo Thing That Nobody Cares About
722,Relationship Goals: This Awesome Couple Recreated Their High School Prom Photo Every Year For Two Years Until They Broke Up
723,"God
Help Me: 4 Simple Women From The Village Who Have Found A Groom Before My Sweet
Paulinka "
724,Here Are 8 Little Things You Can Do Every Day To Help Dolphins Go Extinct
725,"A Beautiful Story: Guillermo
Del Toro Has Mistaken A Juggalo For An Alien And Taken Him Home To
Protect Him From Scientists"
726,More Mushroom Than You Can Handle: You Simply Don’t Have The Endurance To Make It Through This List Of 8 Mushrooms
727,5 Unrealistic Expectations Porn Creates In Relationships Between Horny MILFS And Their Hung Stepsons
728,Ethical Eating FTW! Chick-Fil-A Has Announced It Will No Longer Get Its Chickens By Kidnapping People In Parking Garages And Transforming Them Into Chickens With Witchcraft
729,Extremely Frustrating: This Man Is Tired Of His Elderly Parents Calling Him For Technology Help Every Time Their Android Servant Becomes Self-Aware And Tries To Rip Their Skin Off
730,"7 Kids In Class Who Somehow Still Have Orange-And-Black Braces From Halloween, Honest To God, We Got 7 Of Them"
731,A Beautiful Reunion: This High School Football Player Got The Surprise Of A Lifetime When He Removed His Helmet To Reveal That He Was His Father Who Had Been Fighting In Afghanistan For The Past 2 Years
732,"5 Episodes Of ‘Tales From The Crypt’ Where The Crypt Keeper Is Too
Angry That Sinéad O’Connor Tore Up A Picture Of The Pope To Introduce Any Scary
Stories "
733,‘Skirmish Time Is Now!’: 6 Mediocre Catchphrases Michael Buffer Dabbled With Before Landing On ‘Let’s Get Ready To Rumble’
734,"Heartwarming: When This Kid Was Eating Lunch Alone, His Classmates Summoned The Devil To Sit With Him"
735,"5 Eager Freshmen Who Joined The Quidditch Club To Meet New People, Ranked By How Quickly They Bailed To Find Normal Kids"
736,Heartbreaking: This Student Using Both Of Her Arms To Shield Her Test Has No Idea She’s One Of The Dumbest Kids In Class
737,6 Clogs Sponsored Content For Clogs Paid Clog List Rich List Of Clogs Click Now On It For Clog Cash For ClickHole Clog-Time Baby #TheHourOfTheClogIsUponUsSPONSORED
738,Animal Cruelty: Whirlpool Is Coming Out With A Refrigerator With An Extra-Loud Ice Machine Just To Fuck With Dogs
739,6 Things ‘Titanic’ Got Wrong About Letting A Poor Person Draw You Naked
740,Incredibly Brave: Demi Lovato Posted A Photo Of The Second Face On Her Neck Wearing Absolutely No Makeup
741,Could Go Either Way: No One’s Sure Whether The Kid Who Just Asked The Sex-Ed Teacher If Turds Come Out Of Pussies Said It To Be Funny Or Out Of Genuine Ignorance
742,Security Win: ADT Is Introducing A New Service Where An Employee Wakes You Up In The Middle Of The Night When They’ve Got A Bad Feeling
743,"Heartwarming: This Incredible Plastic Surgeon Fixed A Child’s Cleft Palate By Giving Him A Nose Job, A Face Lift, And Ass Implants"
744,Lying Sack Of Shit: Mom Claims Just Having The Family Around For Mother’s Day Is Enough Of A Gift
745,7 Firework Pranks We Did On Mr. Daley Today Before Someone Told Us That His Wife Of 62 Years Had Just Died
746,Into Darkness: This Modern-Day Explorer Traversed Some Guy’s 3-Bedroom Apartment To Use The Bathroom After Sex To Avoid A UTI
747,Mind-Blowing: This Incredible Fan Theory Suggests That Mr. Bean Is A Weird And Goofy Dude
748,We Got Him: President Dump Is Going To LOSE IT When He Sees This Photo Of A Super-Creepy Abandoned Hospital
749,The Dark Side Of Hollywood: This ‘Breaking Bad’ Fan Traveled All The Way From London To Sneak Into Bryan Cranston’s Bedroom And Cranston Wouldn’t Even Give Him A Vial Of His Blood
750,Cutest Celebrity Couple Ever! Kevin Hart And A Version Of Kevin Hart From 3 Years In The Future Were Spotted Holding Hands On VE Day
751,4 Signs That Your Therapist Is Going Straight To Six Flags Great America After Your Session
752,"When This High Schooler Asked Emma Stone To Be His Date To Prom, She Said Yes But Then Got So Trashed In The Limo On The Way There That She Didn’t Even Make It Into The Dance"
753,Body Positivity FTW: Trojan Has Released A New Line Of Extra-Small Condoms For Men Whose Penises Are Shorter Than 15 Inches
754,Whoa: Morgan Got Her Friend With A Fancy Camera To Take Photos Of Her By Some Railroad Tracks
755,"Throwing Love Away: When Gwyneth Paltrow’s Soulmate Was Caught Rooting Through Her Trash, She Filed A Restraining Order Against Him"
756,Scumbag: Dishonest Jerk Uses Fake Head To Cheat At Russian Roulette
757,"Beautiful: This Man Lost 150 Pounds When He Stopped Eating 80 Bags Of Cola-Flavored Gummies A Day, And His Story Will Inspire Anyone With The Same Fucked-Up Situation"
758,Responsible Gaming: Epic Games’ Latest ‘Fortnite’ Update Includes Memorial-Service Cutscenes After Every Kill So Players Can Learn To Value Human Life
759,"Ignorance Is Bliss: The Baby From A Movie Is Now Old Enough To Drive, But We Won’t Tell You Which Movie To Protect You From The Unrelenting Passage Of Time"
760,"Before You Go See ‘Avengers: Infinity War,’ Here’s Everything You Need To Know About The Endless Love And Compassion Of Our Lord And Savior Jesus Christ"
761,"Okay, Ghost Masters! Now You Will Finally Gather Around The Campfire To Tell Us A Scary Story In The Comments Section In Order To Make Us Scream"
762,Deluded: This Girl Somehow Thinks She’s Going To Be Chosen To Speak At Graduation Even Though A Kid In Her Class Beat Cancer
763,"Double Tragedy: When This Frat Pledge Had To Be Rushed To The Hospital For Alcohol Poisoning, Frat Brothers Pressured His Doctor Into Drinking A Handle Of Rum And They Both Died"
764,"‘Star Wars’ Fans, Rejoice! EA Has Released A ‘Star Wars’ Game Where Players Control The Man Who Has To Put Yoda’s Dead Body In A Trash Bag And Mail It To Han Solo"
765,Righting A Wrong: MTV Has Admitted That Nicole Richie Should Have Been Disqualified For Using A Flamethrower Disguised As A Perfume Bottle To Incinerate Paris Hilton In Their 2006 Celebrity Deathmatch
766,"Going Rogue: This Mom Bought A Ticket To The Movie, Too, Even Though She Was Just Supposed To Drive Everyone To Theater And Then Leave"
767,Vacation Ruined: 5 People Who Seemed To Know Dad Really Well When We Accidentally Wound Up In Amsterdam’s Red-Light District
768,Dedication To The Faith: Pope Francis Stayed Up All Night Making A Squarespace Page For Catholicism
769,A Tale Of Redemption: 15 Years Ago This Man Killed 3 People In A Drunk Driving Accident And Now He’s Traveling To Schools Across The Country To Warn Students That If A Bear Eats You Then That Bear Gets Your Memories
770,Whoa: Morgan Switched To A Tote Bag Instead Of A Backpack
771,"The Next Sully Sullenberger! When A Full-Grown Goose Got Stuck In This Man’s Mouth, He Sprinted Into The Hudson River"
772,Big Step Backward: J.K. Rowling Has Revealed That Dementors Are The Wizarding World’s Version Of Italians
773,Immersive Gaming FTW: Nintendo Has Released A Chair That Will Launch You Through Your TV If You Crash In ‘Mario Kart’
774,6 Reasons Brandon Gave For Why His Dad Isn’t Around That Are Definitely Bullshit
775,Welcome To Confession! Type Your Sins In the Comments Section Below To Get Officially Forgiven By ClickHole’s Online Priest
776,Roll Call! Comment “Present” Below To Verify That You Are In Attendance On ClickHole.com
777,Commenting Pagoda
778,"Dark Day In Comedy: Jerry Seinfeld And Kevin Hart, Filming An Episode Of ‘Comedians In Cars Getting Coffee,’ Have Fatally Crashed Into James Corden And Justin Timberlake Filming An Episode Of ‘Carpool Karaoke’"
779,All The Characters Die Within The First 2 Minutes And Then Lie There Motionless For The Rest Of The Film: Everything You Need To Know About ‘Isle Of Dogs’
780,"Where Are Their Parents? 5 Doughy, Shirtless Kids Wandering Unattended Around This Cruise Ship With Horrible Sunburns"
781,Amazing Sacrifice: A Trembling Dr. Oz Allowed The Audience To Consume Him After Realizing That His Body Is The Ultimate Superfood
782,"Ah, Humphrey Bogart—Simply Fantastic. A Class Act!"
783,5 Unexpected Ways Your Life Changes After You Get ‘WALL-E’ On Blu-Ray
784,End Of An Era: The New York Philharmonic Has Split Up After Its Tuba Player Started Dating Yoko Ono
785,"Totally Unprofessional: Lorde Kept Stopping Her Concert Last Night To Check Whether The Mousetrap In Her Dressing Room Had Caught Any Big, Juicy Rats"
786,Heartbreaking: This High School Boy Is Relentlessly Bullied Just For Carrying An AR-15 To School Every Day
787,Hoggpacalypse NOW! America’s HOGG (David) Is Using His SNOUT (deep state) To Snatch Up Our PRECIOUS AMERICAN TRUFFLES (guns) And We MUST Stop Him (Hogg) Before It’s TOO LATE (Hoggpacalypse Now)
788,5 Things On Your Coworker’s Desk That Seem To Suggest Ron Jeremy Is His Son
789,ATTENTION PATRIOTS: BEWARE OF THE REAL DAVID HOGG!
790,His Magnum Opus: Al Roker Just Entered Hour 27 Of His Weather Forecast For The Next 50 Years
791,The Cost Of Feminism: This Single Mother Has Been In Labor For Two Months Because The Father Isn’t There To Tell Her To Push
792,Incredible Offer: Supercuts Will Now Give You A Free Haircut If You Beg Them To
793,Ready To Feel Young And Fat? The Dad From ‘Malcolm In The Middle’ Just Turned 8 Years Old And Weighs 17 Pounds
794,"Spirit Of Easter: When These Parents Didn’t Have Enough Money To Get Their Kids Easter Baskets, Cadbury Gave Them The Go-Ahead On Twitter To Steal Candy From Walmart"
795,Something For Everybody: Chicago’s Planetarium Is Adding An Exhibit About André The Giant For People Who Aren’t Interested In Space
796,Gym Teachers Ranked By How Important They Feel The Follow-Through Motion Is In Basketball
797,5 Ways To Restore Your Reputation As The ‘Ostrich Whisperer’ After An Ostrich Rips Your Face Off
798,Amazing: This Man Is Thanking His Surgeons After They Left A Signed Wayne Gretzky Hockey Stick Inside Him During Surgery
799,Inspiring: This Bully Keeps Guessing Fat Classmates’ Weights But She’s So Good At It That It Came Back Around To Impressive
800,He’s A Go90 Guy. She’s A Pluto TV Girl. Here’s How This Odd Couple Makes It Work.
801,5 Awesome Sex Toys That Would Have Really Hit The Spot After A Long Day Working On The Transcontinental Railroad
802,The 5 Chicks I Saw Online
803,Feminism FTW: This Empowering New Children’s Book Teaches Young Girls That Women Of All Shapes And Sizes Can Hunt Dogs
804,His Special Buddy: This 7-Year-Old Boy Is Secretly Raising Ichiro In His Closet
805,20 Ways To Tell The Difference Between A Nearby Rooster And A Faraway Rooster
806,Taking A Stand: An Ohio English Teacher Has Removed All the N-Words From ‘Huckleberry Finn’ And Put Them Into Mary Shelley’s ‘Frankenstein’
807,Sacred Tradition: The Rich Blond Girls From College Have Embarked On Their Yearly Pilgrimage To Aspen To Get Drunk On A Mountain Before Noon
808,4 Ways Hephaestus Needs To Step It Up Before I’ll Even Think About Worshipping Him
809,The 3 Times Mom Showed Cleavage
810,"‘As An Homage To The Video Game, Some Theaters Will Play A Speedrun Version Where The Entire Film Is Shown In Just 14 Minutes’: Everything You Need To Know About ‘Tomb Raider’"
811,Eternal Mystery: No One Can Tell Whether The Little Boy In A Suit Holding The Door For Everybody Works At This Restaurant Or Not
812,"Incredible Sacrifice: Meet The Heroic Teen Who Volunteered To Be Pierced 50,000 Times In Order To Save Claire’s From Bankruptcy"
813,Stealing The Show: Channing Tatum Is Really Hitting It Off With This Make-A-Wish Kid’s Much More Charming Friend
814,"Good Luck, Lady: Grandma Just Started Watching ‘Sons Of Anarchy’ In Hospice, Which Is Pretty Optimistic Considering There Are 7 Seasons"
815,"6 Times The Disciples Asked Jesus If They Could Go Home, Ranked By How Mad It Made Jesus"
816,"The 5 Neighbor Kids Who Drink From The Birdbath In My Backyard, Ranked By Whether It Seems Like They’re Doing It For Fun Or Survival"
817,Damn: Tina Wasted A Cute Outfit On Falling Down A Fire Escape
818,Want To Own A Piece Of Sports History? The Little Boy Who Caught Derek Jeter’s Final Home-Run Ball Is Up For Auction
819,Heartbreaking: The CEO Of Tide Has Posted Dozens Of Videos Of Him Slamming Himself In The Nuts With A Hoover Vacuum To Try And Kick Off A Viral Challenge That Doesn’t Involve Tide
820,6 Signs You’re The Only One Of The Bank Hostages Not Invited To Chili’s Afterwards
821,"The 6 Weirdest Kids In My 7-Year-Old Daughter’s Class, Ranked By How Adversely They Affected My Experience Chaperoning The Aquarium Field Trip"
822,"ATTENTION, PATRIOTS! The SICKOS At Netflix Are Translating ‘CHEERS’ Into EVIL SPANISH So ILLEGALS Can Learn Our PRECIOUS ‘CHEERS’ SECRETS"
823,Every 6th-Grader Who Goes Balls To The Wall During Gym-Class Badminton Ranked By How Bad Their Asses Reek For The Rest Of The Day
824,Inspiring: This Video Game Developer Is Making His Employees Work 18-Hour Days And Weekends To Make Sure The Main Character Has A Purple Hat
825,"Inspiring: After 4 Hours In A Recliner, This Dad Is Learning To Walk Again"
826,Check Out This New Benihana-Style Restaurant Where They Work Out The Schedule For The Week Right In Front Of You
